מזהה,SettlementName,SettlementCode,District,SubDistrict,NaturalArea,MunicipalStatus,Metropolin,SettlementReligion,pop2013,JewsAndOthers,Jews,Arabs,FoundationYear,SettlementForm,Organization,AvarageHeight,EnglishName,PlanningCommittee,PoliceZone,X_ITM,Y_ITM,X_GEO,Y_GEO,yesod
155,אחוזת ברק,1330,2,23,234,9,,1,2028,2,2,,1998,190,19,159,Ahuzzat Baraq,254,1420,232010,727590,35.3382305666084,32.6426272931371,886284000000
156,אחיהוד,785,2,24,246,4,241,1,810,0.8,0.8,,1950,310,1,49,Ahihud,201,1330,216530,756980,35.1731576438704,32.9077039180467,-628480800000
157,בית אורן,317,3,32,322,15,223,1,437,0.4,0.4,,1939,330,15,365,Bet Oren,303,1140,200850,737410,35.0059427140357,32.731089587437,-975636000000
158,בית אל,3574,7,74,,99,445,1,5899,5.9,5.9,,1977,180,,853,Bet El,711,4354,221210,649870,35.2229843818026,31.9418432994049,223596000000
159,בית אלעזרי,562,4,44,441,28,143,1,1399,1.4,1.4,,1948,310,1,43,Bet El'azari,456,5230,181470,639100,34.8031206061718,31.8440853072963,-691639200000
160,בית אלפא,95,2,23,232,8,,1,1122,1.1,0.7,,1922,330,15,-84,Bet Alfa,204,1430,240780,713680,35.4313814097022,32.5170636710945,-1512093600000
161,בית אריה,3652,7,74,,99,145,1,4322,4.3,4.2,,1981,190,,295,Bet Arye,719,4354,204840,659980,35.0497029128648,32.0329234479005,349826400000
162,בית ברל,1076,4,42,421,20,141,1,81,0.1,0.1,,1947,340,,69,Bet Berl,417,5140,193220,678650,34.92617934473,32.2010764711465,-723175200000
163,בית ג'ן,480,2,24,243,99,,2,11145,,,11.1,,270,,898,Beit Jann,258,1310,235720,763260,35.3783957327564,32.9642118626874,-2206318840000
164,בית גוברין,619,6,61,612,35,,1,381,0.4,0.4,,1949,330,15,267,Bet Guvrin,632,3820,190180,613450,34.895905721638,31.6130216176133,-660016800000
165,בית גמליאל,571,4,44,441,29,143,1,927,0.9,0.9,,1949,310,2,30,Bet Gamli'el,456,5230,177520,640490,34.7613308490944,31.8564819109481,-660016800000
166,בית דגן,466,4,43,432,99,133,1,7122,7.1,7,,1948,180,,34,Bet Dagan,455,5210,184080,656440,34.8300612956857,32.0005416337295,-691639200000
167,בית הגדי,723,6,62,621,39,,1,679,0.7,0.7,,1949,310,2,148,Bet HaGaddi,653,3482,162610,592790,34.6065542386598,31.4256717610498,-660016800000
168,בית הלוי,373,4,41,411,16,141,1,757,0.8,0.8,,1945,310,1,18,Bet HaLewi,409,5120,193750,695570,34.9313436994192,32.3536664562183,-786247200000
169,בית הלל,322,2,21,211,55,,1,738,0.7,0.7,,1940,310,1,87,Bet Hillel,253,1210,256870,790400,35.6057245402869,33.2083947293992,-944100000000
170,בית העמק,572,2,24,245,4,,1,490,0.5,0.5,,1949,330,15,47,Bet HaEmeq,201,1350,213880,764030,35.1447883815401,32.9712616696223,-660016800000
171,בית הערבה,3645,7,75,,74,,1,132,0.1,0.1,,1980,330,15,-315,Bet HaArava,713,4355,247390,634890,35.499431074559,31.8064089801433,318204000000
172,בית השיטה,242,2,23,232,8,,1,1170,1.2,1.1,,1935,330,15,-1,Bet HaShitta,204,1430,241460,717490,35.4387076419346,32.5514061535216,-1101866400000
173,בית זיד,353,2,23,235,9,,1,49,,,,1943,350,,108,Bet Zeid,254,1160,211080,734100,35.115107530556,32.7013683806853,-849405600000
174,בית זית,710,1,11,111,26,444,1,1589,1.6,1.6,,1949,310,1,604,Bet Zayit,151,6129,215410,632150,35.1617173676954,31.7820333797638,-660016800000
175,בית זרע,143,2,22,221,6,,1,523,0.5,0.5,,1926,330,15,-200,Bet Zera,214,1240,254050,732770,35.5733141659856,32.6888650007569,-1385863200000
176,בית חולים פוריה,1712,2,22,221,6,,,,,,,,520,,,,214,1240,250930,739840,35.5402846621649,32.7527079668129,-2206318840000
177,בית חורון,3575,7,74,,73,445,1,1175,1.2,1.2,,1977,370,11,635,Bet Horon,711,4354,212080,642810,35.1264793768621,31.8781521344003,223596000000
178,בית חירות,877,4,41,411,16,141,1,853,0.9,0.8,,1933,320,1,19,Bet Herut,409,5120,187890,698420,34.8689952760306,32.3792159681031,-1164938400000
179,בית חלקיה,2033,4,44,441,31,143,1,776,0.8,0.8,,1953,310,8,67,Bet Hilqiyya,456,5230,182260,633350,34.8116861177443,31.7922570484841,-533786400000
180,בית חנן,159,4,44,442,27,143,1,567,0.6,0.6,,1930,310,1,39,Bet Hanan,456,5210,178680,649030,34.7732285421383,31.9335376357804,-1259632800000
181,בית חנניה,800,3,32,324,15,,1,858,0.9,0.8,,1950,310,1,10,Bet Hananya,303,1181,193280,714930,34.9258142128603,32.5282316136388,-628480800000
182,בית חשמונאי,1050,4,43,432,30,143,1,2127,2.1,2.1,,1972,190,,102,Bet Hashmonay,426,5220,192400,644010,34.9184554255977,31.8886763475388,65743200000
183,בית יהושע,288,4,41,411,19,141,1,1008,1,1,,1938,310,6,23,Bet Yehoshua,401,5120,187520,685230,34.8655067298951,32.2602648794869,-1007172000000
184,בית יוסף,265,2,23,231,7,,1,437,0.4,0.4,,1937,310,1,-228,Bet Yosef,202,1430,252010,718380,35.5510612585348,32.559171908069,-1038708000000
185,בית ינאי,200,4,41,411,16,141,1,426,0.4,0.4,,1933,310,10,16,Bet Yannay,409,5120,187370,698660,34.8634614038897,32.3813653215346,-1164938400000
186,בית יצחק-שער חפר,326,4,41,411,16,141,1,2069,2.1,2,,1940,191,10,27,Bet Yizhaq-Sh. Hefer,409,5120,189920,693400,34.8907232707065,32.3340039058832,-944100000000
187,בית לחם הגלילית,430,2,23,237,9,242,1,778,0.8,0.8,,1948,310,1,161,Bet Lehem HaGelilit,254,1440,218170,737820,35.1907146125847,32.7349429097448,-691639200000
188,בית מאיר,751,1,11,111,26,444,1,797,0.8,0.8,,1950,310,2,576,Bet Me'ir,151,7004,203570,633490,35.0366920845822,31.7940147544272,-628480800000
189,בית נחמיה,784,4,43,432,25,142,1,899,0.9,0.9,,1950,310,6,82,Bet Nehemya,424,5160,195870,653750,34.9548954780516,31.9765899012972,-628480800000
190,בית ניר,16,6,61,612,35,,1,546,0.5,0.5,,1955,330,15,241,Bet Nir,632,3820,188040,617290,34.8732307572801,31.6475960805452,-470714400000
191,בית נקופה,672,1,11,111,26,444,1,592,0.6,0.6,,1949,310,1,662,Bet Neqofa,151,6129,212020,634640,35.1259076476763,31.8044721291275,-660016800000
192,בית עובד,202,4,44,442,27,143,1,289,0.3,0.3,,1933,310,1,31,Bet Oved,456,5210,178710,647730,34.7736004464112,31.9218153873958,-1164938400000
193,בית עוזיאל,301,4,43,432,30,143,1,554,0.6,0.5,,1956,310,2,128,Bet Uzzi'el,426,5220,191140,642020,34.9051955379571,31.8706995894682,-439178400000
194,בית עזרא,756,6,61,611,33,143,1,1094,1.1,1.1,,1950,310,1,44,Bet Ezra,616,3830,167420,627320,34.655318888754,31.7372987722344,-628480800000
195,בית עריף,604,4,43,432,25,142,1,1095,1.1,1.1,,1951,310,1,60,Bet Arif,424,5160,193940,655890,34.9344198556452,31.9958466746742,-596944800000
196,בית צבי,212,3,32,321,15,223,1,199,0.2,0.2,,1953,340,,46,Bet Zevi,303,1181,197450,736150,34.9697009869338,32.7196655267013,-533786400000
197,בית קמה,598,6,62,621,41,341,1,1249,1.2,1.2,,1949,330,15,238,Bet Qama,625,3485,177340,595230,34.7613693498576,31.4483062688202,-660016800000
198,בית קשת,365,2,22,222,3,,1,505,0.5,0.5,,1944,330,15,191,Bet Qeshet,206,1240,237200,736060,35.393704589288,32.7189307493425,-817869600000
199,בית רבן,848,4,44,441,29,143,1,1021,1,1,,1946,340,,54,Bet Rabban,456,3830,174480,636150,34.7294111101269,31.8172277766769,-754711200000
200,בית רימון,1162,2,23,237,3,,1,559,0.6,0.6,,1977,330,3,396,Bet Rimmon,206,1410,231070,743020,35.3284047352997,32.7817707347297,223596000000
201,בית שאן,9200,2,23,231,0,,1,17263,17.2,16.9,,1948,170,,-134,Bet She'an,203,1430,247020,711500,35.4977279732264,32.4972687038692,-691639200000
202,בית שמש,2610,1,11,112,0,444,1,94069,94,91.9,,1950,150,,307,Bet Shemesh,102,6140,199030,627150,34.9888865548197,31.736766163364,-628480800000
203,בית שערים,248,2,23,235,9,,1,741,0.7,0.7,,1936,310,1,74,Bet She'arim,254,1440,216990,733570,35.1781368684772,32.696618355331,-1070330400000
204,בית שקמה,747,6,61,614,36,,1,781,0.8,0.8,,1950,310,1,53,Bet Shiqma,633,3840,162840,616320,34.6076251928731,31.6378828851799,-628480800000
205,ביתן אהרן,252,4,41,411,16,141,1,379,0.4,0.4,,1936,310,10,26,Bitan Aharon,409,5120,187990,696870,34.8701093728548,32.3652418052078,-1070330400000
206,ביתר עילית,3780,7,76,,0,445,1,44927,44.9,44.9,,1985,160,,703,Betar Illit,716,4352,210910,622650,35.1142904913408,31.6963332806724,476056800000
207,בלפוריה,94,2,23,234,9,,1,403,0.4,0.4,,1922,310,1,87,Balfurya,254,1420,228080,726200,35.2963332408915,32.6301310829191,-1512093600000
208,בן זכאי,760,4,44,441,29,143,1,1028,1,1,,1950,310,2,30,Ben Zakkay,456,5230,174440,640500,34.7287874866011,31.8564545659291,-628480800000
209,בן עמי,712,2,24,245,4,,1,744,0.7,0.7,,1949,310,1,28,Ben Ammi,201,1350,211900,767830,35.1235772248904,33.0055131041966,-660016800000
210,בן שמן (כפר נוער),1084,4,43,432,25,142,1,563,0.6,0.5,,1921,340,,69,Ben Shemen(K.No'ar),424,5280,193260,651850,34.927333540171,31.9593983544535,-1543629600000
211,בן שמן (מושב),2013,4,43,432,25,142,1,830,0.8,0.8,,1952,310,1,65,Ben Shemen (Moshav),424,5280,192830,651120,34.9228051438922,31.9528051723486,-565408800000
212,בני ברק,6100,5,52,512,0,122,1,172485,172.4,170.8,,1924,140,,26,Bene Beraq,501,2300,184560,665990,34.8347950022173,32.0866769383902,-1449021600000
213,בני דקלים,1368,6,61,612,50,,1,222,0.2,0.2,,2009,370,11,388,Bne Dkalim,634,3820,192180,602870,34.9172751609721,31.5176540158014,1233439200000
214,בני דרום,592,4,44,441,29,143,1,582,0.6,0.6,,1949,320,2,32,Bene Darom,456,3870,170910,636450,34.6916921438029,31.819786881233,-660016800000
215,בני דרור,386,4,41,411,18,141,1,1209,1.2,1.2,,1946,320,1,33,Bene Deror,412,5120,190710,685420,34.8993551122041,32.2620645031701,-754711200000
216,בני יהודה,4015,2,29,294,71,,1,1031,1,1,,1972,370,13,345,Bene Yehuda,219,1270,264880,744940,35.689386658428,32.7982056101472,65743200000
217,בני נצרים,1363,6,62,622,38,,1,444,0.4,0.4,,2010,310,11,99,Bne Netsarim,653,3430,134610,561410,34.3147495312904,31.1409744008174,1264975200000
218,בני עטרות,448,4,42,422,25,142,1,953,1,1,,1948,310,1,52,Bene Atarot,424,5130,192040,659020,34.9142250605444,32.0240285357033,-691639200000
219,"בני עי""ש",1066,4,44,441,99,143,1,6932,6.9,5.6,,1958,180,,75,Bene Ayish,453,3830,177400,633100,34.7603820040636,31.789833917533,-376020000000
220,בני ציון,418,4,41,411,19,141,1,1349,1.3,1.3,,1947,310,10,35,Bene Ziyyon,401,5120,187820,680670,34.8688416878106,32.2191531323952,-723175200000
221,בני ראם,588,4,44,441,31,143,1,1369,1.4,1.4,,1949,310,8,64,Bene Re'em,456,5230,180330,631000,34.7914021280951,31.7709998691775,-660016800000
222,בניה,685,4,44,441,28,143,1,766,0.8,0.8,,1949,310,1,35,Benaya,456,5230,176720,639070,34.7529405130366,31.8436465867156,-660016800000
223,בנימינה-גבעת עדה,9800,3,32,324,99,,1,14267,14.2,13.9,,1903,170,,36,Binyamina-Giv'at Ada,353,1181,196780,714170,34.9630866023339,32.5214554897798,-2111710840000
224,"בסמ""ה",1326,3,32,323,99,,2,8487,,,8.5,,280,,239,Basma,354,1450,210540,714920,35.1095311854736,32.5284141833086,-2206318840000
225,בסמת טבעון,944,2,23,237,99,242,2,7195,,,7.2,,280,,189,Basmat Tab'un,257,1160,213150,737760,35.1371585346936,32.7343845997583,-2206318840000
226,בענה,483,2,24,242,99,,2,7664,,,7.7,,280,,259,Bi'ne,260,1310,225850,759370,35.2727984382584,32.9292392119414,-2206318840000
227,בצרה,389,4,41,411,19,141,1,1102,1.1,1.1,,1946,310,10,26,Bazra,401,5120,188690,680010,34.8780917151656,32.2132256496252,-754711200000
228,בצת,589,2,24,245,4,,1,245,0.2,0.2,,1949,310,1,29,Bezet,201,1350,212960,775110,35.134868807136,33.0711607714819,-660016800000
229,בקוע,864,1,11,112,26,,1,611,0.6,0.6,,1951,310,1,150,Beqoa,151,7004,193060,637360,34.9256119864639,31.8287208902174,-596944800000
230,בקעות,3612,7,75,,75,,1,172,0.2,0.2,,1972,310,10,72,Beqa'ot,712,4164,243040,683300,35.4546775706349,32.2430673264119,65743200000
231,בר-לב,1728,2,24,246,4,241,,,,,,,520,,,,201,1330,218360,756980,35.1927190547695,32.9077072770066,-2206318840000
232,בר גיורא,823,1,11,111,26,444,1,624,0.6,0.6,,1950,310,9,699,Bar Giyyora,151,7004,206940,626360,35.0723674874286,31.7297553848746,-628480800000
233,בר יוחאי,1191,2,21,212,2,,1,821,0.8,0.8,,1979,370,2,713,Bar Yohay,209,1230,242290,766990,35.4487611872348,32.9977261571882,286668000000
234,ברוכין,3744,7,73,,72,,1,602,0.6,0.6,,2012,370,2,391,Brukhin,710,4164,208320,665280,35.0864823263907,32.0807584116484,1328047200000
235,ברור חיל,428,6,61,614,37,,1,833,0.8,0.8,,1948,330,15,75,Beror Hayil,653,3840,166490,607390,34.6465796522304,31.5575240785153,-691639200000
236,ברוש,2060,6,62,621,41,344,1,382,0.4,0.4,,1953,310,1,129,Berosh,625,3430,165050,586660,34.6325511216504,31.3705055261857,-533786400000
237,ברכה,3710,7,72,,72,,1,2047,2,1.7,,1983,190,11,844,Berakha,710,4164,225210,677660,35.265454598182,32.1924401436751,412898400000
238,ברכיה,746,6,61,614,36,,1,1186,1.2,1.2,,1950,310,1,43,Berekhya,633,3830,164540,619790,34.6253506961399,31.6692582796698,-628480800000
239,ברעם,667,2,21,212,1,,1,566,0.6,0.5,,1949,330,15,736,Bar'am,253,1230,240860,773730,35.4336173696531,33.0585267013991,-660016800000
240,ברק,141,2,23,234,8,,1,416,0.4,0.4,,1956,310,1,72,Baraq,204,1420,225130,716510,35.2648388937505,32.5427729894646,-439178400000
241,ברקאי,617,3,32,324,14,,1,512,0.5,0.5,,1949,330,15,65,Barqay,351,1450,202970,709010,35.029058695418,32.475035142744,-660016800000
242,ברקן,3654,7,73,,72,145,1,1536,1.5,1.5,,1981,370,9,432,Barqan,710,4164,210440,668050,35.1089112360407,32.1057570393028,349826400000
243,ברקת,2038,4,42,422,25,142,1,1748,1.7,1.7,,1952,310,2,82,Bareqet,424,5160,194890,658140,34.9444155545286,32.0161581509523,-565408800000
244,בת הדר,1323,6,61,614,36,,1,645,0.6,0.6,,1995,350,,58,Bat Hadar,633,3840,161810,617360,34.5967071270339,31.647210491481,791589600000
245,בת חן,1361,4,41,411,16,141,1,425,0.4,0.4,,1967,350,,34,Bat Hen,409,5120,188180,696300,34.8721468839227,32.3601072076777,-92023200000
246,בת חפר,1319,4,41,412,16,141,1,5545,5.5,5.5,,1996,180,,57,Bat Hefer,409,5150,201490,693290,35.0136131404556,32.3332576300898,823125600000
247,בת ים,6200,5,53,513,0,123,1,128871,128.3,107.3,,1926,140,,23,Bat Yam,502,2200,176520,658590,34.7499625576306,32.0196686391004,-1385863200000
248,בת עין,3794,7,76,,76,445,1,1186,1.2,1.2,,1989,370,11,810,Bat Ayin,714,4352,209590,618450,35.1004093229498,31.6584448237162,602287200000
249,בת שלמה,33,3,32,322,15,243,1,572,0.6,0.6,,1889,310,7,92,Bat Shelomo,303,1181,200590,722910,35.0034618143933,32.6003374035277,-2553387640000
250,בתי זיקוק - קישון,1736,3,31,311,100,210,,,,,,,520,,,,,1160,205700,744500,35.0575782153529,32.7950911536897,-2206318840000
251,ג'דיידה-מכר,1292,2,24,246,99,241,2,19552,,,19.5,,270,,38,Judeide-Maker,252,1330,214080,759390,35.1469548397719,32.9294250545816,-2206318840000
252,ג'ולס,485,2,24,243,99,,2,5975,,,6,,280,,110,Julis,252,1330,217500,760790,35.1835181897997,32.9420599688153,-2206318840000
253,ג'לג'וליה,627,4,42,421,99,142,2,9094,,,9,,280,,37,Jaljulye,451,5150,195750,673260,34.9531453856452,32.1525269529345,-2206318840000
254,ג'נאביב (שבט),976,6,62,623,100,,3,,,,,,460,,,,699,3481,203000,569000,35.0317455116717,31.2123869890265,-2206318840000
255,ג'סר א-זרקא,541,3,32,324,99,,2,13429,,,13.4,,270,,11,Jisr Az-Zarqa,353,1181,191990,715860,34.9120563021267,32.5365864630375,-2206318840000
256,ג'ש (גוש חלב),487,2,21,212,99,,2,2992,,,3,,290,,745,Jish(Gush Halav),258,1230,242020,769760,35.4459402446575,33.0227076661966,-2206318840000
257,ג'ת,628,3,32,324,99,,2,10709,,,10.7,,270,,57,Jatt                                              ,354,1450,203660,700610,35.0365392034975,32.3992987216474,-2206318840000
258,גאולי תימן,872,4,41,411,16,141,1,368,0.3,0.3,,1947,310,2,14,Ge'ule Teman,409,5120,190970,699860,34.9016814657632,32.3922838692065,-723175200000
259,גאולים,379,4,41,411,18,141,1,907,0.9,0.9,,1945,310,1,56,Ge'ulim,412,5120,195020,689380,34.9449947668505,32.2978763831296,-786247200000
260,גאליה,853,4,44,442,27,143,1,1000,1,1,,1948,310,1,22,Ge'alya,456,5230,177920,643650,34.7654221481132,31.88499348525,-691639200000
261,גבולות,352,6,62,622,38,,1,273,0.3,0.3,,1943,330,15,131,Gevulot,653,3430,149030,569050,34.465409153616,31.2108313408267,-849405600000
262,גבים,424,6,61,614,37,,1,402,0.4,0.4,,1947,330,15,116,Gevim,653,3840,161850,601870,34.5980337474909,31.5075207883713,-723175200000
263,גבע,86,2,23,232,8,,1,631,0.6,0.6,,1921,330,15,13,Geva,204,1420,235190,719120,35.3719795151494,32.5662109679739,-1543629600000
264,גבע בנימין,3763,7,74,,73,445,1,4860,4.8,4.7,,1984,190,,638,Geva Binyamin,711,4354,225980,639620,35.273362830059,31.8493889547785,444434400000
265,גבע כרמל,683,3,32,321,15,243,1,1102,1.1,1.1,,1949,310,1,22,Geva  Karmel,303,1181,196020,729830,34.9546063359467,32.6626484816413,-660016800000
266,גבעולים,2014,6,62,621,39,,1,307,0.3,0.3,,1952,310,2,121,Giv'olim,653,3482,161160,589590,34.5914921800014,31.396740797969,-565408800000
267,גבעון החדשה,3644,7,74,,73,445,1,1152,1.1,1,,1980,370,11,795,Giv'on HaHadasha,711,6180,215090,639470,35.1583061251951,31.848046566548,318204000000
268,גבעות בר,1344,6,62,623,41,341,1,569,0.6,0.6,,2004,370,19,229,Geva'ot Bar,625,3485,176830,585050,34.7564404826212,31.356477598759,1075586400000
269,גבעת אבני,1293,2,22,222,3,,1,2113,2.1,2.1,,1991,190,,282,Giv'at Avni,206,1240,241420,742340,35.4388660995455,32.77548116444,665359200000
270,גבעת אלה,1288,2,23,237,9,,1,1787,1.8,1.8,,1988,370,13,262,Giv'at Ela,254,1440,223230,736350,35.2446918953356,32.7216821162767,570664800000
271,גבעת ברנר,147,4,44,441,28,143,1,2581,2.6,2.5,,1928,193,,59,Giv'at Brenner,456,5230,181310,641560,34.8013337895884,31.8662644342887,-1322791200000
272,גבעת השלושה,870,4,42,422,20,142,1,768,0.8,0.8,,1925,330,15,30,Giv'at HaShelosha,417,5130,192730,667190,34.9213020891038,32.0977212646709,-1417399200000
273,גבעת זאב,3730,7,74,,99,445,1,14349,14.3,14.2,,1983,170,,731,Giv'at Ze'ev,705,6180,216010,640470,35.1680226264884,31.8570680194315,412898400000
274,"גבעת ח""ן",207,4,42,421,20,131,1,381,0.4,0.4,,1933,310,1,61,Giv'at Hen,417,5140,188360,675000,34.8747542524479,32.1680380215885,-1164938400000
275,גבעת חביבה,1740,3,32,324,14,,,,,,,,520,,,,351,1450,202270,707090,35.0216472000177,32.4577111750487,-2206318840000
276,גבעת חיים (איחוד),2018,4,41,411,16,141,1,985,1,1,,1932,330,15,22,Giv'at Hayyim (Ihud),409,5120,193850,700640,34.9322690663811,32.3993872524732,-1196560800000
277,גבעת חיים (מאוחד),173,4,41,411,16,141,1,958,1,0.9,,1932,330,15,20,Giv'at Hayyim(Me'uhad),409,5120,193700,699750,34.9306989473628,32.3913582895963,-1196560800000
278,גבעת יואב,4021,2,29,294,71,,1,577,0.6,0.6,,1968,310,1,312,Giv'at Yo'av,219,1270,264160,745030,35.6817044184513,32.7990466387361,-60487200000
279,גבעת יערים,787,1,11,111,26,444,1,1376,1.4,1.4,,1950,310,1,694,Giv'at Ye'arim,151,7004,208800,632690,35.0919248259305,31.7868608079191,-628480800000
280,גבעת ישעיהו,919,1,11,112,26,444,1,762,0.8,0.8,,1958,310,6,299,Giv'at Yesha'yahu,151,7004,194890,619880,34.9453813821083,31.671120873403,-376020000000
281,"גבעת כ""ח",802,4,42,422,25,142,1,808,0.8,0.8,,1950,310,1,69,Giv'at Koah,424,5160,194080,659820,34.9357979948199,32.0312904664123,-628480800000
282,"גבעת ניל""י",360,3,32,323,45,,1,693,0.7,0.7,,1953,310,9,136,Giv'at Nili,351,1450,204140,717070,35.0413738199416,32.547731527119,-533786400000
283,גבעת עוז,703,2,23,234,13,,1,490,0.5,0.5,,1949,330,15,113,Giv'at Oz,254,1470,218900,717850,35.1985145164528,32.554870574043,-660016800000
284,גבעת שמואל,681,4,42,422,0,132,1,24084,24.1,23.8,,1942,160,,48,Giv'at Shemu'el,427,2370,186000,664890,34.8500863514807,32.0768009306988,-880945200000
285,גבעת שמש,566,1,11,112,26,444,,,,,,,510,,256,Giv'at Shemesh,151,7004,195510,631380,34.9516380526942,31.7748455854018,-2206318840000
286,גבעת שפירא,1077,4,41,411,16,141,1,382,0.4,0.4,,1958,310,10,37,Giv'at Shappira,409,5120,188600,696000,34.8766188101516,32.3574136532401,-376020000000
287,גבעתי,793,6,61,611,33,143,1,925,0.9,0.9,,1950,310,1,37,Giv'ati,616,3830,169800,626830,34.6804580286484,31.732985627823,-628480800000
288,גבעתיים,6300,5,52,512,0,122,1,56159,56.1,54.5,,1922,150,,42,Giv'atayim,503,2314,182200,664300,34.8098624360135,32.0713615187929,-1512093600000
289,גברעם,342,6,61,614,36,,1,389,0.4,0.4,,1942,330,15,87,Gevar'am,633,3840,163240,611170,34.6121356921174,31.5914590117809,-880945200000
290,גבת,133,2,23,234,9,,1,788,0.8,0.8,,1926,330,15,93,Gevat,254,1440,220210,731140,35.2124731858633,32.6747092574429,-1385863200000
291,גדות,35,2,21,213,1,,1,383,0.4,0.3,,1949,330,15,115,Gadot,253,1220,258220,769400,35.6193128215894,33.019005750978,-660016800000
292,גדיש,145,2,23,234,8,,1,384,0.4,0.4,,1956,310,1,66,Gadish,204,1420,223240,718290,35.2447254362283,32.5588318556149,-439178400000
293,גדעונה,442,2,23,232,8,,1,345,0.3,0.3,,1949,350,,-9,Gid'ona,204,1420,233930,717200,35.3585327209124,32.5489149885292,-660016800000
294,גדרה,2550,4,44,441,99,143,1,25225,25.1,24.6,,1884,160,,57,Gedera,453,5230,179270,635670,34.7800201805018,31.8130778240118,-2711240440000
295,גונן,852,2,21,211,1,,1,360,0.4,0.3,,1951,330,15,90,Gonen,253,1210,260740,781090,35.6468100309635,33.1243135904896,-596944800000
296,גורן,755,2,24,244,52,,1,434,0.4,0.4,,1950,310,1,368,Goren,255,1350,222430,773490,35.2362779283571,33.0565692490348,-628480800000
297,גורנות הגליל,1219,2,24,244,52,,1,156,0.2,0.1,,1980,350,,394,Gornot HaGalil,255,1350,223630,773860,35.2491283116692,33.0599014369577,318204000000
298,גזית,457,2,23,233,9,,1,640,0.6,0.6,,1948,330,15,129,Gazit,254,1420,242220,727140,35.4470335650576,32.6384064491896,-691639200000
299,גזר,370,4,43,432,30,143,1,284,0.3,0.3,,1945,330,15,122,Gezer,426,5220,192520,642680,34.9197606827788,31.8766850539955,-786247200000
300,גיאה,706,6,61,614,36,,1,910,0.9,0.9,,1949,310,1,54,Ge'a,633,3840,162420,615190,34.6032635786605,31.6276716417086,-660016800000
381,המעפיל,377,4,41,412,16,141,1,761,0.8,0.7,,1945,330,15,33,HaMa'pil,409,5120,198590,698250,34.9827026470512,32.3779341986479,-786247200000
382,המרכז למחקר-נחל שורק,1751,4,44,442,100,143,,,,,,,520,,,,,5230,171810,645830,34.7007379038504,31.9044131116265,-2206318840000
383,הסוללים,677,2,23,237,9,242,1,822,0.8,0.8,,1949,330,6,171,HaSolelim,254,1410,222560,739550,35.2375556560608,32.7505387380083,-660016800000
384,העוגן,423,4,41,411,16,141,1,828,0.8,0.8,,1947,330,15,15,HaOgen,409,5120,193060,696510,34.923987323721,32.3621268025627,-723175200000
385,הר אדר,3769,7,74,,99,445,1,3757,3.8,3.7,,1986,190,,825,Har Adar,720,6129,212320,637080,35.1290578769376,31.8264788168441,507592800000
